timestamp,Humedad del Invernadero,Temperatura del Invernadero,Temperatura Exterior,Estado Bomba de Agua,Estado Vent. 1,Estado Vent. 2,Frecuencia Ventiladores Pared,Uso Bomba de Agua,Uso Ventiladores 1 - 2,Uso Ventiladores 3 - 4,Estado de Ventiladores Axiales,Uso Ventiladores Axiales,Temperatura de Pozo,Luxes

